quelle_strang,handle,url,plattform,nische_cluster,unter_nische,land_sprache,account_alter_oder_start,erstes_sichtbares_posting,start_datenqualitaet,follower_heute,follower_heute_datum,follower_heute_dq,follower_vor_30d,follower_vor_60d,follower_vor_90d,follower_vor_120d,follower_historie_quelle,follower_historie_dq,posts,posts_dq,posts_pro_woche,median_reel_views,median_dq,top_reel_url,top_reel_views,top_reel_datum,top5_reels,top_reels_dq,anzahl_reels_ueber_1m_bekannt,engagement_hinweis,ai_status,ai_beleg,ai_tools,klasse,emerging_outlier,affiliate_oder_monetarisierung_sichtbar,link_in_bio,quelle_urls,pruefdatum,notizen
M1,catstory.ai,https://www.instagram.com/catstory.ai/,Instagram,AI Animals,Daily AI Cat Stories (JP-Hashtags),JP/EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-22),UNKNOWN,4311,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,627,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"9.5 (ESTIMATED aus letzten 6 Posts, 2026-09-22..2026-09-26)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,4-12 Likes pro Post bei 4.311 Followern; ~12 Posts/Woche,VERIFIED,"Bio ""Daily AI Cat Stories""; Hashtags #生成AI #AI動画",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/catstory.ai,2026-09-26,"Saettigungsindikator: hohe Frequenz, kaum Resonanz."
M1,nova.picot,https://www.instagram.com/nova.picot/,Instagram,AI Pets,AI Pet/Character-Influencer (Picsart Persona),EN,Case Study Picsart 2026-04-23: in 15 Tagen 2.000+ Follower,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-07-20),THIRD-PARTY OBSERVED (Picsart-Blog),16388,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Picsart-Blog (2026-04-23): ""2,000+ followers"" nach 15 Tagen; heute 16.388",SELF-REPORTED (Picsart = Tool-Anbieter),70,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"3.2 (ESTIMATED aus letzten 6 Posts, 2026-07-20..2026-07-31)",UNKNOWN,UNKNOWN,UNKNOWN,"700000 Impressions (Picsart, ein Reel)",UNKNOWN,UNKNOWN,SELF-REPORTED,UNKNOWN,letzte Posts 47-240 Likes; letzter Post 2026-07-31,VERIFIED,"Bio ""crafted by AI""; Picsart-Case-Study",Picsart Persona,-,nein,keine sichtbar,keiner,https://www.instastatistics.com/nova.picot | https://picsart.com/blog/ai-pet-influencers-trend/,2026-09-26,"Tool-Anbieter-Demo-Account; ~8x Follower seit April, danach Posting-Pause."
M1,artful.intelligence,https://www.instagram.com/artful.intelligence/,Instagram,AI Cute Creatures,Cute AI Images (Tiere/Szenen),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-03-22),UNKNOWN,40691,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1122,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"5.3 (ESTIMATED aus letzten 6 Posts, 2026-03-22..2026-03-29)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,letzte Posts 6-9 Likes (Maerz 2026),VERIFIED,"Bio ""Images made with @bing and ChatGPT""","Bing Image Creator, ChatGPT",-,nein,UNKNOWN,keiner,https://www.instastatistics.com/artful.intelligence,2026-09-26,"Legacy (1.122 Posts), Bild-statt-Reel-Format, inaktiv seit 2026-03."
M1,pets.ai,https://www.instagram.com/pets.ai/,Instagram,AI Pets,AI Pet-Portrait-Produkt,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2023-01-28),UNKNOWN,62560,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,57,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"0.9 (ESTIMATED aus letzten 6 Posts, 2023-01-28..2023-03-09)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""The World's Best AI Pet Pic Generator""",UNKNOWN (eigener Generator),-,nein,ja: Eigenshop petworldofficial.com (AI-Pet-Produkt),https://www.petworldofficial.com/products/ai-pets?variant=43085899333796,https://www.instastatistics.com/pets.ai,2026-09-26,Legacy/inaktiv seit 2023; Kontext fuer Produkt-Monetarisierung.
M1,cuteaianimals,https://www.instagram.com/cuteaianimals/,Instagram,AI Cute Creatures,Cute AI Animals (Bilder),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2023-04-06),UNKNOWN,4368,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,252,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"12.4 (ESTIMATED aus letzten 6 Posts, 2023-04-06..2023-04-09)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Name/Account ""Cute Artificial Intelligence Animals""",UNKNOWN,-,nein,Newsletter/Website cuteaianimals.com,https://www.cuteaianimals.com/pages/newsletter,https://www.instastatistics.com/cuteaianimals,2026-09-26,"Legacy 2023, inaktiv."
M1,ai.puppies,https://www.instagram.com/ai.puppies/,Instagram,AI Pets,AI Puppies Digital Art,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-07-18),UNKNOWN,7,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,441,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),">5/Tag (ESTIMATED, letzte 6 Posts <24h)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"0 Likes auf juengsten Posts; 441 Posts, 7 Follower",VERIFIED,"Bio ""AI Puppies | Digital Art""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/ai.puppies,2026-09-26,Saettigungs-/Spam-Indikator (Massenposting ohne Resonanz).
M1,ai.food.creations,https://www.instagram.com/ai.food.creations/,Instagram,AI Food,AI Desserts/Torten-Ideen (Karussells/Bilder),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-02),UNKNOWN,593486,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1864,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"1.6 (ESTIMATED aus letzten 6 Posts, 2026-09-02..2026-09-24)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"letzte Posts 1.033-7.598 Likes; ""Giant Fruit Cake Ideas"" bester Post",VERIFIED,"Bio ""iva's ai generated sweets""; Hashtags #aifood #aicake, @openart_ai / #madewithopenart",OpenArt,-,nein,"ja: OpenArt-Link (vermutl. Partner), Custom-Designs per DM",https://openart.ai/,https://www.instastatistics.com/ai.food.creations,2026-09-26,"Legacy (1.864 Posts, ~593K). Kontext fuer AI-Food-Bildformat; Wachstum UNKNOWN."
M1,aifruitdrama,https://www.instagram.com/aifruitdrama/,Instagram,AI Food,AI Fruit/Vegetable Character Drama,EN/IT,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-03-17),UNKNOWN,170,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,"111 (2026-04-19, ca. 160 Tage)",Instastatistics-Snapshot 2026-04-19=111,THIRD-PARTY OBSERVED (Instastatistics),2,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"3.7 (ESTIMATED aus letzten 2 Posts, 2026-03-17..2026-03-19)",UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DWEWovfDOLG/,60463,2026-03-19,https://www.instagram.com/reel/DWEWovfDOLG/|60463|2026-03-19; https://www.instagram.com/reel/DV_cy5BDJoH/|8549|2026-03-17,THIRD-PARTY OBSERVED (Instastatistics),"0 (2 Posts, Views sichtbar)",UNKNOWN,VERIFIED,Hashtags #fruitai #aifruit #ai,UNKNOWN,-,"ja (60K Views bei ~110-170 Followern, ~350x)",UNKNOWN,keiner,https://www.instastatistics.com/aifruitdrama,2026-09-26,"Fruit-Love-Island-Welle (Maerz 2026); nur 2 Posts, danach aufgegeben."
M1,ai.fruit.drama,https://www.instagram.com/ai.fruit.drama/,Instagram,AI Food,AI Talking Food/Fruit Stories,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-06-10),UNKNOWN,10762,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,"9826 (2026-05-04, ca. 145 Tage)",Instastatistics-Snapshot 2026-05-04=9826,THIRD-PARTY OBSERVED (Instastatistics),123,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"1.0 (ESTIMATED aus letzten 6 Posts, 2026-06-10..2026-07-14)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,33-106 Likes; letzter Post 2026-07-14,VERIFIED,Hashtags #aistory #talkingfood; Accountname,UNKNOWN,-,nein,UNKNOWN,https://matias.ma/nsfw/,https://www.instastatistics.com/ai.fruit.drama,2026-09-26,"+9,5% in ~145 Tagen, Format abgekuehlt nach Fruit-Love-Island-Hype."
M1,aifruitstory_,https://www.instagram.com/aifruitstory_/,Instagram,AI Food,AI Fruit Stories (Daily),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-18),UNKNOWN,223,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,57,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"7.0 (ESTIMATED aus letzten 6 Posts, 2026-09-18..2026-09-23)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"33-163 Likes bei 223 Followern (Ratio bis 0,73)",VERIFIED,"Bio ""AI Fruit Stories""",UNKNOWN,-,schwach (Likes nahe Followerzahl),UNKNOWN,keiner,https://www.instastatistics.com/aifruitstory_,2026-09-26,"Taeglich aktiv (Sep 2026), Mikro-Account."
M1,tinykitchen.ai,https://www.instagram.com/tinykitchen.ai/,Instagram,AI Miniatures,AI Tiny Kitchen / Miniature Cooking,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-07-05),UNKNOWN,5,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,4,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),">3/Tag (ESTIMATED, letzte 4 Posts <24h)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""Tiny AI Kitchen / Hyper-realistic miniature cooking""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/tinykitchen.ai,2026-09-26,"Copycat-Indikator: 4 Posts am 2026-07-05, 5 Follower, danach aufgegeben (Trend ""Miniature Cooking Viral Videos"", vgl. hassaneditor 2026-07)."
M1,grannyremedies,https://www.instagram.com/grannyremedies/,Instagram,AI Baby/Character,AI-animated Herbal Granny (Copycat),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-07-26),UNKNOWN,8,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"0.0 (ESTIMATED aus letzten 3 Posts, 2025-07-26..2026-05-22)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""AI-animated archive""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/grannyremedies,2026-09-26,"Copycat des Grandma-Remedies-Formats: 3 Posts, 8 Follower."
M1,official.ai.asmr,https://www.instagram.com/official.ai.asmr/,Instagram,AI Satisfying/ASMR,"AI ASMR (Cat-ASMR, Fruit-Eraser, Sponge)",EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-07-04),UNKNOWN,3153,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,56,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"3.5 (ESTIMATED aus letzten 6 Posts, 2025-07-04..2025-07-14)",UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DLraBntJMiE/,UNKNOWN (2.216 Likes),2025-07-04,UNKNOWN,THIRD-PARTY OBSERVED (Instastatistics) (Likes),UNKNOWN,UNKNOWN,VERIFIED,"Bio ""#asmr but make it AI""; Hashtags #aiasmr #aivideo",UNKNOWN,-,"schwach (Like/Follower bis 0,7; 2025)",Beacons-Link (YT-Traffic),https://beacons.ai/officialaiasmr,https://www.instastatistics.com/official.ai.asmr,2026-09-26,Welle Juni/Juli 2025 (Veo-3-Glass-Fruit); seit 2025-07 keine neuen Posts sichtbar -> abgeebbt.
M1,ai.glassfruit,https://www.instagram.com/ai.glassfruit/,Instagram,AI Satisfying/ASMR,AI Glass Fruit,IN/EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-07-13),UNKNOWN,15,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,14,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"6.8 (ESTIMATED aus letzten 6 Posts, 2025-07-13..2025-07-18)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""It is ai make video using creative ideas""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/ai.glassfruit,2026-09-26,"Copycat Juli 2025, 15 Follower."
M1,aiasmrvideos,https://www.instagram.com/aiasmrvideos/,Instagram,AI Satisfying/ASMR,AI ASMR Relaxation,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-08-18),UNKNOWN,4,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),">2/Tag (ESTIMATED, letzte 3 Posts <24h)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""AI ASMR videos""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/aiasmrvideos,2026-09-26,"3 Posts am 2026-08-18, 4 Follower – Neueinsteiger ohne Traktion."
M1,ai.smr.videos,https://www.instagram.com/ai.smr.videos/,Instagram,AI Satisfying/ASMR,AI ASMR,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-06-18),UNKNOWN,19,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,23,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"9.0 (ESTIMATED aus letzten 6 Posts, 2025-06-18..2025-06-22)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""AI generated ASMR videos""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/ai.smr.videos,2026-09-26,"Juni 2025, 19 Follower, inaktiv."
M1,pixie.ai,https://www.instagram.com/pixie.ai/,Instagram,AI Miniatures,Tiny AI Baby-Couple-Comedy (Hindi/Desi),IN/Hindi,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-21),UNKNOWN,3262,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,54,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"8.5 (ESTIMATED aus letzten 6 Posts, 2026-09-21..2026-09-25)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0-123 Likes; ~9 Posts/Woche,VERIFIED,"Handle/Hashtags #aireels, Caption ""ai baby comedy"", ""pixie ai""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/pixie.ai,2026-09-26,Tiny-Characters + Baby-Comedy-Hybrid; Mikro (3.262 Follower).
M1,miniatureai815,https://www.instagram.com/miniatureai815/,Instagram,AI Miniatures,AI Miniature Art (KR),KR/EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-06-14),UNKNOWN,18,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,17,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"1.6 (ESTIMATED aus letzten 6 Posts, 2025-06-14..2025-07-05)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""Exploring AI miniature art""; #aiminiature",UNKNOWN,-,nein,UNKNOWN,https://miniatureai.tistory.com,https://www.instastatistics.com/miniatureai815,2026-09-26,"Mikro (18 Follower), inaktiv seit 2025-07."
M1,tiny.world.ai,https://www.instagram.com/tiny.world.ai/,Instagram,AI Miniatures,AI Tiny World Edits,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-12-16),UNKNOWN,15,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,5,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"1.0 (ESTIMATED aus letzten 5 Posts, 2025-12-16..2026-01-13)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""Funny edits with ai""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/tiny.world.ai,2026-09-26,"Dez 2025-Jan 2026, 15 Follower."
M1,diorama.dreams,https://www.instagram.com/diorama.dreams/,Instagram,AI Miniatures,AI Diorama Art (Midjourney),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2022-10-01),UNKNOWN,50,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,51,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"7.4 (ESTIMATED aus letzten 6 Posts, 2022-10-01..2022-10-06)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""#AI Art Experiments using #Midjourney""",Midjourney,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/diorama.dreams,2026-09-26,"Legacy 2022, inaktiv – Kontext."
M2,chloe.vs.history,https://www.instagram.com/chloe.vs.history/,Instagram,AI History / Time Travel,"AI-Persona Time-Travel-Vlog (""I tried being a [job] in [year]"")",UK-Creator / Englisch,Launch Feb 2026 (~7-8 Monate),2026-02 (Presse),VERIFIED (Presse: Sky News via Yahoo/TheCooldown 2026-05-05; avatarfactory),711000-720000,2026-09-18 (avatarfactory-Scan),THIRD-PARTY OBSERVED,"UNKNOWN (Scan: +9K in 13 Tagen, +4K in 6 Tagen)",UNKNOWN,UNKNOWN,UNKNOWN (naechster datierter Punkt: 547000 am 2026-04-01),"2026-04-01: 547K / 21 Posts (vuela.ai); Snippet undatiert: 639K / 50 Posts; Presse ~Mai/Juni 2026: 624K IG / 100,9K TikTok / 334K YT (avatarfactory/Suchzusammenfassung); 2026-09-18: 711-720K",THIRD-PARTY OBSERVED (Datumsabstaende grob; Monatswachstum seit Apr ~+30K/Monat ESTIMATED),50 (Snippet-Zeitpunkt),THIRD-PARTY OBSERVED,~2 (14 Reels in 7-Tage-Scan-Fenster lt. avatarfactory; ESTIMATED),"UNKNOWN (30d-Views gesamt 2,43M; 90d 6,67M)",THIRD-PARTY OBSERVED (Aggregat),,4300000,"2026 (Titanic-Warnung, Datum unbekannt)",Titanic-Warnung|4300000|UNKNOWN; Battle of Hastings|1180000|2026-08-08; Fall of Constantinople|1040000|2026-08-20; Marie Antoinette Q&A|835000|2026-07-15; Jurassic|589000|2026-08-02,"THIRD-PARTY OBSERVED (avatarfactory, vuela)",3,"Hastings 39.154 Likes; Constantinople 39.491 Likes; 30d-Views 2,43M (81K/Tag)",VERIFIED,"Presse: Sky News enttarnt Creator Jonathan Laramy (Mai 2026), KI-Persona",PAI (Utopai Studios) lt. avatarfactory; Vuela nennt Grok Imagine als Nachbau-Tool,"B,C,E",ja (21 Posts -> 547K bis 2026-04-01),"ja: Talent-Mgmt Underscore Talent, Merch chloevshistory.store (avatarfactory)",chloevshistory.store (lt. avatarfactory),https://avatarfactory.io/ai-influencers/chloe-vs-history | https://vuela.ai/blog/ai-time-travel-547k-followers-videos-with-ai | https://www.thecooldown.com/green-business/chloe-history-influencer-ai-reveal/ | https://www.hola.com/us/lifestyle/20260626909651/ai-history-influencer-tiktok-debate/ | https://www.instagram.com/chloe.vs.history/,2026-09-26,"Staerkster junger Account im Cluster; Wachstum verlangsamt sich (Apr->Sep ca. +170K). Klasse C galt beim Snippet-Stand (50 Posts), aktueller Post-Count unbekannt."
M2,histairy_films,https://www.instagram.com/histairy_films/,Instagram,AI History / POV,"""POV: You wake up in/as..."" historische Szenen",Englisch,aktiv spaetestens Feb 2025,"<=2025-02 (Reel DFpQnr_NGMU Coal-Miner-POV, Shortcode-Zeitraum)",ESTIMATED (Shortcode-Datierung),910000,2026-09-26 (Instagram-Embed),VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Snippet undatiert: 941K; Embed 2026-09-26: 910K (moeglicher Rueckgang, Snippet-Datum unbekannt)",THIRD-PARTY OBSERVED (undatiert),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DH4EpsCNSJN/,UNKNOWN (8.872 Likes),~2025-03/04 (Shortcode),https://www.instagram.com/reel/DH4EpsCNSJN/|UNKNOWN (8872 Likes)|~2025,VERIFIED (Likes via Embed),0 bekannt,,VERIFIED,"Bio: 'AI Content Creator ... History', Hashtags #aiart #aifilm",UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/histairy_films/ | https://www.instagram.com/reel/DH4EpsCNSJN/ | https://www.autoclips.app/ai-history-pov-videos,2026-09-26,Legacy/Kontext (>12 Monate). Bio: >1 Mrd. Views plattformuebergreifend (SELF-REPORTED). Laut autoclips einer der Copycats nach @timetravellerpov (Feb 2025).
M2,epiclegends.ai,https://www.instagram.com/epiclegends.ai/,Instagram,AI History / Cinematic,Antike Geschichten neu inszeniert,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,212000,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,180,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,"Name '.ai', Profilname 'History AI Films', Bio 'ancient stories reimagined with AI'",UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/epiclegends.ai/,2026-09-26,Alter unbekannt; keine Reel-Views.
M2,historyrevivedofficial,https://www.instagram.com/historyrevivedofficial/,Instagram,AI History,Historische Szenen 'zum Leben erweckt',Englisch,UNKNOWN,UNKNOWN,UNKNOWN,807000,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Bio: 'bringing history back to life with AI',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/historyrevivedofficial/,2026-09-26,"Grosser Account, Alter unbekannt -> Kontext."
M2,historyvideo.ai,https://www.instagram.com/historyvideo.ai/,Instagram,AI History / Edu,AI-Geschichts-Erklaervideos,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,637000,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,Bio: 'free quality education through AI-generated videos',UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/historyvideo.ai/,2026-09-26,Alter unbekannt.
M2,povof.history,https://www.instagram.com/povof.history/,Instagram,AI History / POV,Historische Momente per AI nachgestellt,Englisch,UNKNOWN,UNKNOWN,UNKNOWN,57000,Such-Snippet undatiert (abgerufen 2026-09-26),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,0 bekannt,,VERIFIED,"Bio: 'Historical Moments, Recreated by AI'",UNKNOWN,-,nein,UNKNOWN,UNKNOWN,https://www.instagram.com/povof.history/,2026-09-26,
