shortcode,url,handle,posted_at_utc,age_days,views,views_text,status_views,followers,followers_source,status_followers,vpf,tier,likes,comments,likes_per_view,comments_per_view,topic_index,topic_pct,topics,topic_groups,primary_group,location_any,status_codes,n_topics,post_year,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,caption_len_bucket,hashtag_bucket,follower_bucket
DVOBGNPERF3,https://www.instagram.com/reel/DVOBGNPERF3/,shellychicboutique,2026-02-26T11:12:55.927000+00:00,210,77200000.0,77.2M,"VERIFIED (public topic page, rounded)",,,UNKNOWN,,,,,,,55.142857142857146,1.0,home-decor-ideas,decor_commerce,decor_commerce,,ESTIMATED (caption only),1,2026,11,Thu,removed,no_cover,unknown,,,,0,0,False,0,0,False,False,,cover-v2-embed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367619.04761904763,,,,,0,0,
C9ILALrMKjw,https://www.instagram.com/reel/C9ILALrMKjw/,kellmarcel,2024-07-07T16:10:35.311000+00:00,809,74900000.0,74.9M,"VERIFIED (public topic page, rounded)",126000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",594.4444444444445,5_EXTREME_OUTLIER,3367804.0,5963.0,0.04496400534045394,7.96128170894526e-05,53.5,0.9166666666666666,home-decor-ideas,decor_commerce,decor_commerce,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2024,16,Sun,ok,ok,reel,126K followers,126000.0,443.0,431,8,True,3,1,False,False,"Decorate my living room in my new apartment with me.✨  I'm extra proud of all my thrifted finds and how good they look in this space.🤗  Still need to put some art up and currently DIYing a few pieces, but I'm loving how bright and open everything feels here.☀️  How much do we love this pink @ruggable rug here?!  #homedecor #interiordesign #apartmentdecor #highrise #interior #interiorinspiration #modernapartment #livingroomdecor",cover-v2-embed,living_room,apartment,city_skyline,minimalist,,warm,bright,golden_hour,True,True,set up my living room with me 💐🏡💖☀️,real_existing,real_footage,real phone footage of a woman arranging modular chairs in a sunlit high-rise apartment with real city view and long sun shadows,high,high,"Near-empty high-rise corner living room with floor-to-ceiling windows onto a city skyline, a pink rug and cream puffy modular chairs being set up in warm low sun; aspirational first-apartment moment.",descriptive,Decorate my living room in my new apartment with me.✨,question_engagement,,,False,lifestyle_influencer,en,living_room,white;beige;pink;grey,glass;fabric,none,text_overlay;person;view_reveal;empty_room,0.0017705899749510363,92583.43634116193,1.5701068188395204,37.16266229434203,,,401-1000,4-10,100k-500k
DIHSUx1PJ8j,https://www.instagram.com/reel/DIHSUx1PJ8j/,natural_._scenery,2025-04-06T17:40:39.747000+00:00,536,74100000.0,74.1M,"VERIFIED (public topic page, rounded)",,,UNKNOWN,,,8800000.0,28200.0,0.11875843454790823,0.0003805668016194332,131.9679430097952,1.0,cozy-rain;rain-cozy,cozy_ambience,cozy_ambience,,ESTIMATED (AI-assisted coding of cover frame + caption),2,2025,17,Sun,ok,ok,reel,,,,766,23,False,0,0,False,False,"This video was made for anyone looking for peace in the middle of a busy or overwhelming day.  It's a calming aesthetic corner with soft lighting, cozy vibes, and the sound of rain to help you reset.  Whether you're on your break, trying to relax, or just need a moment to yourself, this ambient rain room is your calm space online.  Let the visuals and sounds carry away your stress and replace it with softness, stillness, and comfort.  #cozyroomvibes #rainysound #aestheticambience #rainydaymood #lofirain #calmingvideos #rainyroomvibes #relaxingambience #cozyrainyday #aestheticvibes #slowmood #rainsoundsforsleep #studyrainvibes #cozycontent #visualcomfort #asmrambience #cozyaesthetic #rainydayaesthetic #ambiencevideo #roomvibes #instagram #reels #naturevibes",cover-v2,bedroom,apartment,none,other,,cool,dark,overcast_rain,False,True,,real_existing,real_footage,"phone-camera footage of a lived-in room with a real person lying on the bed, sensor noise, ordinary street trees and brick buildings outside",high,medium,"Dim pastel bedroom with a butterfly mobile, flower rug, wind-blown curtain and a person lounging in headphones sells a relatable calm-escape mood rather than the room itself.",descriptive,This video was made for anyone looking for peace in the middle of a busy or overwhelming day.,none,,,False,theme_page,en,bedroom,grey;pink;green;white,fabric;glass;plants,none,person;bed_focus,0.0032045454545454547,138246.26865671642,,,,,401-1000,21+,
DMYHlSWuqZK,https://www.instagram.com/reel/DMYHlSWuqZK/,clarazrd,2025-07-21T16:39:27.750000+00:00,430,72100000.0,72.1M,"VERIFIED (public topic page, rounded)",297000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",242.76094276094275,5_EXTREME_OUTLIER,9084957.0,39500.0,0.1260049514563107,0.0005478502080443828,48.06666666666667,1.0,luxury-penthouse,luxury_home,luxury_home,New York,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,16,Mon,ok,ok,reel,297K followers,297000.0,282.0,651,24,False,0,2,False,False,"#forsale Penthouse NYC | I'm a Real Estate Agent in New York. If you have questions about this penthouse or are looking to buy, sell, or rent in NYC, send me a DM or email me at Clara.Zoroddu@sothebys.realty  Details: - private 552 SF terrace - 5+ bedrooms - 4.5 bathrooms - 4,928 SF - 32nd floor  Video filmed with: IPhone 15 Pro max @apple  #dreamhome #nycapartments #apartmentliving #cityviews #newyork #luxurylifestyle #nycliving #foryou #luxuryhomes #realestategoals #homeideas #nyc #explorepage #explore #apartmenttour #dreamycity #newyorkstateofmind #roofopvibes #sunsetlover #propertyforsale #luxurypenthouse #livingontheedge #limitedtimeoffer",cover-v2-embed,living_room,penthouse,city_skyline,minimalist,modern_luxury,cool,medium,blue_hour,True,False,Wait for it !!!! 🗽🌇🥹,real_existing,real_footage,caption says filmed with iPhone 15 Pro Max; slight motion blur from real handheld footage,low,medium,"An empty penthouse with floor-to-ceiling glass and an open terrace door, framing the Manhattan skyline at a pink-and-blue dusk, with a 'Wait for it' hook.",promotional,#forsale Penthouse NYC | I'm a Real Estate Agent in New York. If you have questions about this penthouse or are looking,dm,New York City,,False,real_estate,en,living_room;terrace_outdoor,blue;pink;white;grey,glass;plaster,city_lights,text_overlay;view_reveal;empty_room;door_or_threshold,0.004347846665647399,167674.41860465117,1.51213683197057,32.51897378850539,New York,,401-1000,21+,100k-500k
DSzbGfUjOwu,https://www.instagram.com/reel/DSzbGfUjOwu/,syifa_in_switzerland,2025-12-28T10:17:52.770000+00:00,270,71800000.0,71.8M,"VERIFIED (public topic page, rounded)",3000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",23.933333333333334,5_EXTREME_OUTLIER,6470214.0,16782.0,0.09011440111420613,0.0002337325905292479,97.88684389911384,1.0,swiss-chalet,location,location,Switzerland,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,10,Sun,ok,ok,reel,3M followers,3000000.0,2642.0,73,5,False,0,0,False,False,SWISS🇨🇭🇨🇭 #swiss #switzerland #switzerland🇨🇭 #visitswitzerland #swissalps,cover-v2-embed,other,house,mountain,traditional_regional,,cool,bright,daylight,False,False,,real_existing,real_footage,"real scenery with vehicles, rail tracks and power poles; heavily saturated color grade",low,high,Hyper-saturated postcard vista of a lakeside Swiss village below snow-capped peaks; pure travel-scenery appeal with no interior.,location,SWISS🇨🇭🇨🇭 #swiss #switzerland #switzerland🇨🇭 #visitswitzerland #swissalps,none,Switzerland,,False,lifestyle_influencer,en,other,blue;green;white;brown,plants;water;wood,none,view_reveal;dramatic_scale,0.002593731830199125,265925.9259259259,1.8252159612286516,66.86763469974349,Switzerland,Switzerland,51-150,4-10,1M+
DXdQLKSjlH2,https://www.instagram.com/reel/DXdQLKSjlH2/,travelwithjaro,2026-04-23T02:16:04.606000+00:00,154,66500000.0,66.5M,"VERIFIED (public topic page, rounded)",1000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",66.5,5_EXTREME_OUTLIER,2513431.0,10118.0,0.03779595488721804,0.00015215037593984963,95.68345323741008,1.0,maldives-villa,location,location,Maldives,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,2,Thu,ok,ok,reel,1M followers,1000000.0,874.0,859,4,True,15,1,False,True,Rate this villa tour out of 10 😭👇🏽  Because making it to your own overwater bungalow in the Maldives for the first time… is one of those feelings you NEVER ever forget.  Running through the doors… seeing nothing but crystal clear water around you… and realizing this is actually real life 😭  Welcome to @avanimaldives 🌴✨  📍 The Maldives 🇲🇻  I've been traveling the world full-time for 6+ years… and staying here with my best friends was easily one of the most fun experiences of my life.  ✨ Private overwater villas ✨ turquoise water everywhere ✨ sunsets that don't look real ✨ and memories you'll talk about forever.  Yes… the ending hurt a little 😂 But yes… I'd 1000% recommend adding this to your bucket list.  If you could wake up here tomorrow… would you? 👀  Save this post for your future Maldives trip ✈️🩵  #travel #travelgram #travelmaldives #maldives,cover-v2-embed,exterior_facade,hotel_resort,ocean_beach,tropical,,cool,bright,daylight,False,True,pov: it’s your first time in The Maldives 🇲🇻,real_existing,real_footage,"handheld creator footage with real person on scooter, real shadows and water; caption describes own stay at @avanimaldives",low,high,POV humour: creator speeding down a wooden jetty on a scooter toward overwater villas over vivid turquoise water.,question,Rate this villa tour out of 10 😭👇🏽,question_engagement,The Maldives (@avanimaldives),,False,lifestyle_influencer,en,exterior_facade,turquoise;blue;grey;white,wood;water,none,text_overlay;person,0.004025573011552734,431818.1818181818,1.4431550989615363,27.743107133350787,Maldives,Maldives,401-1000,4-10,500k-1M
Db52_4HxXQE,https://www.instagram.com/reel/Db52_4HxXQE/,timelessdiaries,2026-08-11T14:59:38.088000+00:00,44,60700000.0,60.7M,"VERIFIED (public topic page, rounded)",65000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",933.8461538461538,5_EXTREME_OUTLIER,6340519.0,,0.10445665568369028,,113.35200746965452,1.0,faroe-islands-luxury-villas,location,location,Nordics/Iceland/Faroe,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,14,Tue,ok,ok,reel,65K followers,65000.0,977.0,605,3,False,8,2,False,False,"Suddenly, living in the middle of nowhere sounds perfect 🤍🍀  A tiny house, a grass roof, mountains, ocean, and absolutely nowhere to be.  📍Faroe Islands  👉🏻 Send this to someone who would disappear here with you 😍  ➡️ Follow for more hidden gems and beautiful destinations @timelessdiaries 🗺️  No reposts without permission! Copyright © owned by @timelessdiaries  | Faroe Islands Travel, Hidden Gems in Europe, Slow Travel, Outdoor Travel, Hiking Adventure, Denmark Travel, Remote Destinations, Nordic Countries, Bucket List Destination, Off the Beaten Path |  #faroeisland #faroeislands #fypppppppppppppp",cover-v2-embed,exterior_facade,house,mountain,traditional_regional,rustic_cozy,cool,medium,overcast_rain,False,False,Maybe I don’t want a bigger house... maybe I want this.,real_existing,real_footage,"real phone footage of a turf-roof house with road, fjord and low cloud; natural overcast light",low,high,"Black timber turf-roof cottage covered in grass and yellow wildflowers beside a fjord under low cloud, with an anti-bigger-house 'maybe I want this' text hook.",aspirational,"Suddenly, living in the middle of nowhere sounds perfect 🤍🍀",save_share,Faroe Islands,,False,theme_page,en,exterior_facade,green;grey;black;yellow,wood;natural_stone;plants,fog,text_overlay;exterior_reveal;unusual_architecture,,1379545.4545454546,2.2970930969810373,198.19518388417197,Nordics/Iceland/Faroe,Nordics/Iceland/Faroe,401-1000,1-3,10k-100k
C7gyA-OyA7m,https://www.instagram.com/reel/C7gyA-OyA7m/,earthfm_net,2024-05-28T12:30:28.086000+00:00,849,58500000.0,58.5M,"VERIFIED (public topic page, rounded)",757000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",77.2787318361955,5_EXTREME_OUTLIER,2096040.0,5002.0,0.03582974358974359,8.550427350427351e-05,16.956521739130434,1.0,rainy-day,cozy_ambience,cozy_ambience,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2024,12,Tue,ok,ok,reel,757K followers,757000.0,208.0,224,23,False,4,0,False,False,😴😴🌧️🌧️  #rain #raining #rainyday #toptags #pouring #rainydays #water #clouds #cloudy #photooftheday #puddle #umbrella #instagood #gloomy #rainyweather #rainydayz #splash #downpour #instarain #sky #moment #amazing #instadaily,cover-v2-embed,bedroom,apartment,rain_window,minimalist,,cool,dark,overcast_rain,True,False,,aspirational_realistic,unclear,"photoreal dim high-rise room; rain streaks look overlaid and laptop shows a cartoon, possibly composited; no disclosure",low,medium,"Dark high-rise bedroom with rain lashing floor-to-ceiling windows over a fog-hidden skyline, a rainy-day comfort mood.",none,😴😴🌧️🌧️,none,,,False,theme_page,en,bedroom;office,grey;black;white,glass;fabric,rain;fog,view_reveal;bed_focus,0.002386404839602298,68904.59363957598,0.6576847843995167,4.546579447433142,,,151-400,21+,500k-1M
DZb4Qkbhr9V,https://www.instagram.com/reel/DZb4Qkbhr9V/,interiorbyuma22,2026-06-11T06:30:38.864000+00:00,105,55500000.0,55.5M,"VERIFIED (public topic page, rounded)",295000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",188.135593220339,5_EXTREME_OUTLIER,2810938.0,3819.0,0.05064753153153153,6.881081081081081e-05,70.70063694267516,1.0,dream-bedroom-decor-ideas;luxury-interior-design,interior_generic;luxury_room,luxury_room,,ESTIMATED (AI-assisted coding of cover frame + caption),2,2026,6,Thu,ok,ok,reel,295K followers,295000.0,455.0,288,5,False,1,0,False,False,Interior by Uma ✨ #InteriorDesign #InteriorByUma #HomeDecor #InteriorStyling #ModernInterior LuxuryInteriors HomeInspo InteriorInspo MinimalHome DreamHome ElegantInteriors CozyHome DecorIdeas ModernHome AestheticHome LivingRoomDecor BedroomDecor HomeStyling DesignInspiration LuxuryLiving,cover-v2-embed,bedroom,none_visible,space_sky,futuristic,minimalist,cool,dark,night_artificial,False,False,G&G,stylized_dreamy,3d_render,"clean CG geometry and lighting with a Milky-Way ceiling; render look, no AI disclosure",medium,high,"A dark futuristic bedroom under a Milky-Way star ceiling, with teal LED glow along the floor and an eclipse-shaped wall light.",promotional,Interior by Uma ✨ #InteriorDesign #InteriorByUma #HomeDecor #InteriorStyling #ModernInterior LuxuryInteriors HomeInspo I,none,,,False,designer_studio,en,bedroom,teal;grey;black;white,glass;marble;fabric;metal,stars,bed_focus,0.0013586212146977272,528571.4285714285,1.6218377989563943,41.863718258796865,,,151-400,4-10,100k-500k
DV3FgFVjJLx,https://www.instagram.com/reel/DV3FgFVjJLx/,architectanddesign,2026-03-14T10:00:16.772000+00:00,194,55200000.0,55.2M,"VERIFIED (public topic page, rounded)",8000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",6.9,4_VIRAL,6677269.0,13842.0,0.12096501811594203,0.0002507608695652174,4.697872340425532,1.0,architecture,architecture,architecture,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,10,Sat,ok,ok,reel,8M followers,8000000.0,6771.0,498,5,True,0,0,False,False,"Did you know that the Kölner Dom took 632 years to complete? Construction began in 1248 and was finally finished in 1880, making it one of the longest building projects in architectural history. Towering above #Cologne with its iconic twin Gothic spires, the #cathedral was designed to house the relics of the Three Kings. Surviving wars and centuries of change, Kölner Dom still stands as a remarkable symbol of faith, craftsmanship, and perseverance. #architectanddesign  • #architecture #germany",cover-v2-embed,exterior_facade,unusual_structure,snow,other,,warm,dark,night_artificial,False,False,"""its just a subway exit""",real_existing,real_footage,handheld phone low-angle night shot with real falling snow and sensor noise; real landmark (Cologne Cathedral) named in caption,low,medium,"Low-angle night view of Cologne Cathedral's floodlit Gothic twin spires in falling snow, with an ironic 'its just a subway exit' overlay creating a scale-contrast joke.",curiosity,Did you know that the Kölner Dom took 632 years to complete? Construction began in 1248 and was finally finished in 1880,none,"Kölner Dom, Cologne, Germany",,False,media_publication,en,exterior_facade,black;brown;amber;grey,natural_stone;glass,snow,text_overlay;exterior_reveal;dramatic_scale;unusual_architecture,0.002073003199361895,284536.08247422683,-0.2566473418166213,0.5537996260864257,Other,,401-1000,4-10,1M+
DdMPxaloS3f,https://www.instagram.com/reel/DdMPxaloS3f/,alshifarealtor.dxb,2026-09-12T14:53:50.244000+00:00,12,54300000.0,54.3M,"VERIFIED (public topic page, rounded)",47000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",1155.3191489361702,5_EXTREME_OUTLIER,3082297.0,21496.0,0.056764217311233885,0.0003958747697974217,170.21943573667713,1.0,dubai-villa,location,location,Dubai/UAE,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,14,Sat,ok,ok,reel,47K followers,47000.0,115.0,204,5,True,3,0,False,True,"Why should I pay rent when I can have my own villa in Dubai? 🏡✨  Want to know how? Comment ""VILLA"" and I'll send you the details. 📩  #DubaiRealEstate #DubaiVillas #DubaiProperty #DubaiHomes #UAERealEstate",cover-v2-embed,exterior_facade,villa,none,modern_luxury,minimalist,neutral,bright,daylight,False,True,HOW MUCH RENT DO YOU PAY?,real_existing,real_footage,real smartphone POV footage with the filmer's hand in frame and a real presenter outside a real villa,low,medium,POV skit: a realtor in a pink saree gestures in front of a white Dubai villa under the money hook 'HOW MUCH RENT DO YOU PAY?'.,money,Why should I pay rent when I can have my own villa in Dubai? 🏡✨,comment_keyword,Dubai,,False,real_estate,en,exterior_facade,white;blue;pink;grey,glass;metal;plaster;plants,none,text_overlay;person;door_or_threshold,0.006974019700243033,4525000.0,2.142076731899135,138.70008649328665,Dubai/UAE,Dubai/UAE,151-400,4-10,10k-100k
CjK-ec2DtzZ,https://www.instagram.com/reel/CjK-ec2DtzZ/,swissaround,2022-10-01T12:42:35.973000+00:00,1454,49200000.0,49.2M,"VERIFIED (public topic page, rounded)",3000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",16.4,4_VIRAL,2320710.0,13151.0,0.04716890243902439,0.00026729674796747966,67.07566462167689,0.9166666666666666,swiss-chalet,location,location,Switzerland,ESTIMATED (AI-assisted coding of cover frame + caption),1,2022,12,Sat,ok,ok,reel,3M followers,3000000.0,660.0,439,29,False,3,1,False,False,"🏡 Wood Dream House in Switzerland 🇨🇭 📍Gimmelwald, Switzerland 🇨🇭  🎥Instagram: @swissaround  #switzerland #swissaround #gimmelwald #dreamhouse #chalet #schweiz #swiss #suisse #videography #hiking #schilthorn #exploreswitzerland #ShotonIphone #bern #swissalps #inlovewithswitzerland #visitswitzerland #alps #naturephotography #jungfrau #landscape #reisen #travel #beautiful #roses #wanderlust #wonderful_places #beautifuldestinations #voyage",cover-v2-embed,exterior_facade,cabin_chalet,mountain,traditional_regional,rustic_cozy,warm,bright,daylight,False,True,,real_existing,real_footage,real iPhone footage (#ShotonIphone) of an actual Gimmelwald chalet with an elderly man in the garden and laundry on the line,low,high,"A dark-timber Swiss chalet with overflowing flower boxes, a sunny garden and an Alpine peak behind is a pure storybook-village fantasy.",aspirational,🏡 Wood Dream House in Switzerland 🇨🇭,none,"Gimmelwald, Switzerland",,False,lifestyle_influencer,en,exterior_facade;garden_landscape,brown;green;blue;pink,wood;plaster;plants;glass;natural_stone;fabric,none,exterior_reveal;person,0.005666800246476294,33837.68913342503,1.661056619753712,45.82016193910004,Switzerland,Switzerland,401-1000,21+,1M+
DVfSb-Jkk-a,https://www.instagram.com/reel/DVfSb-Jkk-a/,gautamsinghania99,2026-03-05T04:11:32.460000+00:00,203,48700000.0,48.7M,"VERIFIED (public topic page, rounded)",12000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",4.058333333333334,3_VERY_GOOD,2368.0,12.0,4.862422997946612e-05,2.464065708418891e-07,439.53068592057764,1.0,real-estate,real_estate,real_estate,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,4,Thu,ok,ok,reel,12M followers,12000000.0,2067.0,300,5,False,0,0,False,False,"Positioned in the fast-evolving SoBo Central corridor, The Address by GS, Wadala reflects our continued focus on disciplined planning, strong design, and lifestyle relevance.  Built for today's urban expectations and tomorrow's growth.  #RaymondRealty #TheAddressByGS #SoBoCentral #Wadala #RealEstate",cover-v2-embed,exterior_facade,apartment,city_skyline,modern_luxury,futuristic,neutral,dark,night_artificial,False,False,Raymond REALTY Go Beyond | THE CROWN OF SOBO CENTRAL,aspirational_realistic,3d_render,architectural CGI of an under-development residential tower with developer branding and idealized night lighting,low,high,Glowing golden crown sculpture atop a residential high-rise at night with a lattice-dome podium: branded real-estate launch visual.,location,"Positioned in the fast-evolving SoBo Central corridor, The Address by GS, Wadala reflects our continued focus on discipl",none,"SoBo Central, Wadala",,False,real_estate,en,exterior_facade,blue;gold;grey;black,glass;metal;concrete;plants,stars;city_lights,text_overlay;exterior_reveal;unusual_architecture;dramatic_scale,0.005067567567567568,239901.47783251232,1.3028725109289279,20.085031210616425,Other,,151-400,4-10,1M+
DBWhf0koR7_,https://www.instagram.com/reel/DBWhf0koR7_/,soothenests,2024-10-20T16:02:05.474000+00:00,704,45100000.0,45.1M,"VERIFIED (public topic page, rounded)",2000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",22.55,5_EXTREME_OUTLIER,2083003.0,6514.0,0.046186319290465634,0.00014443458980044346,129.5977011494253,1.0,dream-bedrooms;luxury-bedroom,luxury_room,luxury_room,,ESTIMATED (AI-assisted coding of cover frame + caption),2,2024,16,Sun,ok,ok,reel,2M followers,2000000.0,2119.0,103,3,False,0,0,False,False,"Raindrops on My Window, Euphoria in My Soul: Luxury Bedroom Bliss #cozybedroom #cozyapartment #euphoria",cover-v2-embed,living_room,house,forest,biophilic,dark_luxury,neutral,dark,mixed,True,False,,stylized_dreamy,ai_generated,"typical AI image look: cartoon on TV, idealized double-height glass walls fully covered by forest, dreamy theme-page caption",medium,high,"Double-height glass-walled lounge engulfed by dense green forest with a glowing fireplace and loft, a moody cozy-escape fantasy.",aspirational,"Raindrops on My Window, Euphoria in My Soul: Luxury Bedroom Bliss #cozybedroom #cozyapartment #euphoria",none,,,False,theme_page,en,living_room;stairs_hall,green;black;grey;brown,glass;wood;metal;fabric;plants;natural_stone;fire,fireplace,view_reveal;dramatic_scale,0.003127215851345389,64062.5,1.1418178177865776,13.86174220599483,,,51-150,1-3,1M+
DH1n7TSuL-3,https://www.instagram.com/reel/DH1n7TSuL-3/,karissa.brighton,2025-03-30T21:03:05.598000+00:00,543,37700000.0,37.7M,"VERIFIED (public topic page, rounded)",,,UNKNOWN,,,,,,,47.42138364779874,1.0,amazon-home-finds,decor_commerce,decor_commerce,,ESTIMATED (caption only),1,2025,21,Sun,removed,no_cover,unknown,,,,0,0,False,0,0,False,False,,cover-v2-embed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69429.09760589318,,,,,0,0,
DGQYtSbOz6S,https://www.instagram.com/reel/DGQYtSbOz6S/,longingtocomehome,2025-02-19T13:26:48.847000+00:00,582,36000000.0,36M,"VERIFIED (public topic page, rounded)",130000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",276.9230769230769,5_EXTREME_OUTLIER,2256925.0,9851.0,0.06269236111111111,0.0002736388888888889,56.60377358490566,1.0,home-library,room_generic,room_generic,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,13,Wed,ok,ok,reel,130K followers,130000.0,174.0,861,23,False,1,0,False,False,DIY Dreamy Home Library 📚  The most common question we get about our library is how we built the shelves! The construction is pretty simple using 1x10 pine lumber. We built a base with 2x4's to raise the shelf off the ground. We then built each shelf separately using pocket hole screws and secured them to the wall studs with a cleat. We finished it off with solid 1x12 pine boards on the top and bottom for the fascia and dentil crown molding!   . . . . #homeoffice #homelibrary #homedesign #interiordesign #interiordecor #homerenovation #homeremodel #diyhome #diyhomeimprovement #studiomcgeethreshold #studiomcgee #amberinteriors #homeinspo #officedesign #homedecor #archdigest #instahome #instadesign #instagood #homedecoration #homestaging #booklover #books  Home | interior design | DIY | library | vintage | remodel | office | home decor | thrift | Books,cover-v2-embed,other,none_visible,none,classical_luxury,rustic_cozy,warm,bright,golden_hour,False,False,,real_existing,real_footage,real footage with natural sun flare across real books; caption describes the owners' own DIY build,medium,high,Golden-hour sun raking across floor-to-ceiling built-in bookshelves with a brass rolling library ladder and fresh tulips; a highly aspirational cozy-library moment.,instructional,DIY Dreamy Home Library 📚,none,,,False,lifestyle_influencer,en,other,white;brown;gold;orange,wood;fabric;metal;glass;plants,none,none,0.0043647883735613725,61855.67010309279,1.68189610757143,48.072433526165945,,,401-1000,21+,100k-500k
DHBihXfMPDA,https://www.instagram.com/reel/DHBihXfMPDA/,aiforarchitects,2025-03-10T15:35:21.239000+00:00,563,34700000.0,34.7M,"VERIFIED (public topic page, rounded)",1000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",34.7,5_EXTREME_OUTLIER,2890573.0,9506.0,0.08330181556195966,0.00027394812680115273,30.17391304347826,1.0,luxury-mansion,luxury_home,luxury_home,Dubai/UAE,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,15,Mon,ok,ok,reel,1M followers,1000000.0,513.0,174,3,False,2,1,False,False,Mansion in Dubai: Experience ultra-modern elegance and unparalleled luxury with our black concept design. By @aiforarchitects 🖤🏡 #DubaiLuxury #UltraLuxuryLiving #BlackConcept,cover-v2-embed,exterior_facade,mansion,city_skyline,dark_luxury,modern_luxury,warm,medium,golden_hour,False,False,,aspirational_realistic,ai_generated,"account is aiforarchitects; over-smooth render look, illegible garbled license plate, idealized sunset lighting typical of AI imagery (caption itself does not state AI)",low,high,Black cantilevered modernist mansion with LED-lit edges at sunset and a black Porsche in the driveway reads as instant status/luxury imagery.,location,Mansion in Dubai: Experience ultra-modern elegance and unparalleled luxury with our black concept design. By @aiforarchi,none,Dubai,,False,ai_creator,en,exterior_facade;pool;garden_landscape;terrace_outdoor,black;grey;gold;green,glass;metal;natural_stone;wood;plants;water,none,exterior_reveal;pool;dramatic_scale,0.0032886213217932915,61634.10301953819,1.6774544750664517,47.583290917385895,Dubai/UAE,,151-400,1-3,500k-1M
DXVKtYnjXXe,https://www.instagram.com/reel/DXVKtYnjXXe/,elysian__living,2026-04-19T22:54:23.784000+00:00,158,34000000.0,34M,"VERIFIED (public topic page, rounded)",1000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",34.0,5_EXTREME_OUTLIER,2771942.0,3745.0,0.08152770588235295,0.00011014705882352941,9.855072463768115,0.9166666666666666,rainy-day,cozy_ambience,cozy_ambience,New York,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,22,Sun,ok,ok,reel,1M followers,1000000.0,587.0,120,5,False,3,0,False,True,the weather my soul craves ⛈️ comment RAIN for 🔗s to everything 🤍   #rainyday #storm #nycapartment #cozyathome #twilight,cover-v2-embed,living_room,apartment,city_skyline,organic_modern,,neutral,medium,overcast_rain,True,False,rainy days in new york:,real_existing,real_footage,handheld phone footage with a motion-blurred pillow mid-toss and a real Manhattan skyline outside,high,medium,"Cream deep-seat sofa piled with a chunky ribbed throw in front of a grey Manhattan skyline, a pillow mid-toss; cozy rainy-day mood with shoppable pieces (cover text followed by small emojis).",aspirational,the weather my soul craves ⛈️ comment RAIN for 🔗s to everything 🤍,comment_keyword,New York,,False,lifestyle_influencer,en,living_room,white;beige;grey,fabric;glass,none,text_overlay;view_reveal,0.0013510383694896936,215189.8734177215,0.3654617612663959,2.3198599176949455,New York,,51-150,4-10,500k-1M
